MATR_ALUNO,ANO,PERIODO,SITUACAO,MEDIA_FINAL,NUM_FALTAS,DISCIPLINA
164,2013,1,Aprovado,85,15,3
164,2013,1,Aprovado,77,18,4
164,2013,1,Aprovado,60,8,5
165,2013,1,Aprovado,80,11,1
165,2013,1,Reprovado por Frequencia,42,26,2
165,2013,2,Aprovado,90,8,2
165,2013,1,Aprovado,74,16,3
165,2013,1,Reprovado por Frequencia,17,32,4
165,2017,2,Aprovado,60,12,4
165,2013,1,Aprovado,60,4,5
166,2013,1,Aprovado,82,10,1
166,2013,1,Reprovado,30,8,2
166,2014,1,Reprovado por Frequencia,9,28,2
166,2014,2,Reprovado por Frequencia,0,46,2
166,2017,2,Trancamento parcial,-1,-1,2
166,2013,1,Reprovado,37,18,3
166,2013,2,Reprovado,40,16,3
166,2014,2,Reprovado por Frequencia,36,22,3
166,2017,2,Trancamento parcial,-1,-1,3
166,2013,1,Reprovado por Frequencia,0,30,4
166,2013,1,Reprovado,36,16,5
166,2013,2,Reprovado,30,0,5
166,2014,2,Aprovado,77,8,5
167,2013,1,Aprovado,82,6,1
167,2013,1,Reprovado,10,8,2
167,2013,2,Reprovado por Frequencia,20,36,2
167,2015,1,Reprovado por Frequencia,0,42,2
167,2016,1,Reprovado por Frequencia,3,32,2
167,2016,2,Reprovado por Frequencia,0,26,2
167,2017,1,Reprovado por Frequencia,0,52,2
167,2017,2,Reprovado por Frequencia,0,62,2
167,2013,1,Reprovado por Frequencia,72,22,3
167,2014,1,Reprovado por Frequencia,0,62,3
167,2016,1,Reprovado por Frequencia,7,20,3
167,2016,2,Reprovado por Frequencia,0,32,3
167,2013,1,Reprovado,0,10,4
167,2016,1,Reprovado por Frequencia,20,26,4
167,2017,1,Reprovado por Frequencia,0,72,4
167,2013,1,Reprovado,38,16,5
167,2013,2,Reprovado por Frequencia,0,48,5
167,2014,2,Reprovado,0,14,5
167,2016,2,Reprovado,0,10,5
167,2017,2,Reprovado por Frequencia,0,20,5
168,2013,1,Aprovado,86,10,1
168,2013,1,Reprovado,26,18,2
168,2013,2,Reprovado,35,4,2
168,2014,1,Reprovado por Frequencia,11,26,2
168,2014,2,Reprovado por Frequencia,9,20,2
168,2013,1,Reprovado por Frequencia,4,22,3
168,2013,2,Aprovado,60,8,3
168,2013,1,Reprovado por Frequencia,0,30,4
168,2013,2,Reprovado,30,16,4
168,2013,1,Reprovado,40,12,5
168,2013,2,Reprovado,29,4,5
168,2014,1,Aprovado,87,18,5
169,2013,1,Aprovado,95,6,1
169,2013,1,Aprovado,95,2,2
169,2013,1,Aprovado,77,5,3
169,2013,1,Aprovado,81,6,4
169,2013,1,Aprovado,70,0,5
170,2013,1,Aprovado,95,4,1
170,2013,1,Aprovado,79,0,2
170,2013,1,Aprovado,89,6,3
170,2013,1,Aprovado,81,2,4
170,2013,1,Aprovado,71,2,5
171,2013,1,Aprovado,95,10,1
171,2013,1,Reprovado por Frequencia,10,19,2
171,2013,2,Reprovado por Frequencia,16,30,2
171,2016,2,Aprovado,84,6,2
171,2013,1,Aprovado,76,8,3
171,2013,1,Reprovado por Frequencia,15,20,4
171,2014,2,Aprovado,70,12,4
171,2013,1,Reprovado,29,10,5
171,2013,2,Aprovado,91,18,5
172,2013,1,Aprovado,95,4,1
172,2013,1,Aprovado,100,0,2
172,2013,1,Aprovado,90,6,3
172,2013,1,Aprovado,87,2,4
172,2013,1,Aprovado,74,0,5
173,2013,1,Aprovado,95,10,1
173,2013,1,Reprovado,15,0,2
173,2013,2,Aprovado,91,6,2
173,2013,1,Aprovado,76,12,3
173,2013,1,Reprovado,39,8,4
173,2014,2,Aprovado,100,4,4
173,2013,1,Aprovado,60,2,5
174,2013,1,Aprovado,90,12,1
174,2013,1,Reprovado,16,6,2
174,2014,1,Reprovado por Frequencia,0,48,2
174,2013,1,Aprovado,65,16,3
174,2013,1,Reprovado por Frequencia,14,26,4
174,2013,1,Reprovado por Frequencia,6,30,5
174,2014,1,Reprovado por Frequencia,0,66,5
175,2013,1,Aprovado,95,8,1
175,2013,1,Reprovado,31,6,2
175,2013,2,Aprovado,61,4,2
175,2013,1,Aprovado,81,12,3
175,2013,1,Reprovado,16,16,4
175,2014,2,Aprovado,87,6,4
175,2013,1,Aprovado,67,6,5
176,2014,1,Dispensado,-1,-1,1
176,2014,1,Dispensado,-1,-1,2
176,2014,2,Aprovado,60,16,3
176,2014,1,Dispensado,-1,-1,5
177,2013,1,Reprovado,0,16,1
177,2013,1,Reprovado,0,0,2
177,2013,1,Reprovado por Frequencia,11,20,3
177,2013,1,Reprovado por Frequencia,8,32,4
177,2013,1,Reprovado por Frequencia,0,38,5
178,2013,1,Aprovado,82,2,1
178,2013,1,Reprovado,32,10,2
178,2013,2,Aprovado,79,6,2
178,2013,1,Aprovado,73,10,3
178,2013,1,Reprovado,27,6,4
178,2013,1,Aprovado,60,2,5
179,2013,1,Aprovado,82,4,1
179,2013,1,Reprovado,27,12,2
179,2013,2,Aprovado,87,2,2
179,2013,1,Aprovado,78,12,3
179,2013,1,Aprovado,61,6,4
179,2013,1,Aprovado,60,2,5
180,2013,1,Dispensado,-1,-1,1
180,2013,1,Dispensado,-1,-1,2
180,2013,1,Dispensado,-1,-1,4
180,2013,1,Dispensado,-1,-1,5
181,2014,1,Aprovado,74,8,1
181,2013,1,Dispensado,-1,-1,2
181,2013,1,Dispensado,-1,-1,3
181,2016,1,Equivalencia curricular,-1,-1,4
181,2014,1,Aprovado,89,12,5
182,2013,1,Aprovado,87,4,1
182,2013,1,Reprovado,15,2,2
182,2013,2,Aprovado,77,4,2
182,2013,1,Reprovado,53,14,3
182,2014,2,Aprovado,63,14,3
182,2013,1,Reprovado,31,8,4
182,2013,1,Reprovado,20,2,5
182,2013,2,Reprovado,41,0,5
182,2014,2,Aprovado,64,12,5
183,2014,1,Dispensado,-1,-1,2
183,2014,1,Dispensado,-1,-1,3
183,2013,1,Aprovado,87,6,5
184,2015,1,Aprovado,71,14,1
184,2013,1,Reprovado por Frequencia,13,32,2
184,2013,2,Reprovado por Frequencia,25,36,2
184,2014,1,Dispensado,-1,-1,2
184,2014,1,Dispensado,-1,-1,3
184,2013,2,Reprovado por Frequencia,15,32,5
184,2014,1,Dispensado,-1,-1,5
185,2016,1,Reprovado,54,10,1
185,2017,2,Aprovado,79,8,1
185,2013,1,Aprovado,85,8,2
185,2013,2,Dispensado,-1,-1,3
185,2016,1,Aprovado,90,10,4
185,2013,2,Dispensado,-1,-1,5
186,2013,2,Dispensado,-1,-1,1
186,2013,2,Dispensado,-1,-1,2
186,2013,2,Dispensado,-1,-1,3
186,2013,1,Aprovado,79,8,5
187,2013,1,Dispensado,-1,-1,2
187,2013,1,Dispensado,-1,-1,3
187,2013,1,Aprovado,78,12,4
187,2016,2,Reprovado por Frequencia,0,38,5
188,2013,1,Reprovado por Frequencia,0,22,1
188,2013,2,Reprovado por Frequencia,0,72,1
188,2014,1,Reprovado por Frequencia,0,40,1
188,2015,1,Reprovado por Frequencia,0,46,1
188,2015,2,Reprovado por Frequencia,0,62,1
188,2013,1,Dispensado,-1,-1,2
188,2013,1,Dispensado,-1,-1,3
188,2013,1,Reprovado por Frequencia,7,38,4
188,2014,2,Reprovado por Frequencia,0,68,4
188,2014,2,Reprovado,0,14,5
189,2013,1,Reprovado por Frequencia,0,22,2
189,2013,1,Reprovado,56,6,5
189,2013,2,Reprovado por Frequencia,19,28,5
190,2013,2,Aprovado,87,8,1
190,2013,2,Aprovado,60,2,2
190,2013,2,Aprovado,70,6,3
190,2013,2,Aprovado,60,6,4
190,2013,2,Reprovado,2,16,5
190,2014,2,Aprovado,63,10,5
191,2013,2,Aprovado,76,8,1
191,2013,2,Reprovado,23,6,2
191,2013,2,Reprovado,36,6,3
191,2013,2,Reprovado,27,12,4
191,2013,2,Reprovado,19,2,5
192,2013,2,Aprovado,94,6,1
192,2013,2,Reprovado,37,4,2
192,2014,1,Aprovado,72,16,2
192,2013,2,Aprovado,69,0,3
192,2013,2,Reprovado,28,10,4
192,2015,2,Reprovado,18,16,4
192,2016,1,Aprovado,60,16,4
192,2013,2,Reprovado,11,0,5
192,2014,1,Aprovado,75,11,5
193,2013,2,Reprovado por Frequencia,16,32,1
193,2014,1,Aprovado,88,6,1
193,2013,2,Reprovado por Frequencia,5,32,2
193,2014,2,Reprovado por Frequencia,0,28,2
193,2016,2,Reprovado por Frequencia,0,26,2
193,2013,2,Reprovado,15,16,3
193,2014,1,Reprovado por Frequencia,11,44,3
193,2014,2,Reprovado por Frequencia,0,32,3
193,2015,1,Reprovado por Frequencia,0,34,3
193,2013,2,Reprovado por Frequencia,20,46,4
193,2013,2,Reprovado por Frequencia,0,34,5
193,2014,1,Reprovado por Frequencia,4,36,5
193,2014,2,Reprovado,0,10,5
194,2013,2,Reprovado,30,18,1
194,2013,2,Reprovado por Frequencia,27,28,2
194,2014,1,Aprovado,77,6,2
194,2013,2,Reprovado,18,16,3
194,2013,2,Reprovado por Frequencia,1,36,4
194,2013,2,Reprovado por Frequencia,17,20,5
194,2014,1,Aprovado,89,16,5
195,2013,2,Aprovado,91,6,1
195,2013,2,Aprovado,66,10,2
195,2013,2,Aprovado,74,2,3
195,2013,2,Aprovado,100,10,4
195,2013,2,Aprovado,82,2,5
196,2013,2,Reprovado por Frequencia,62,30,1
196,2014,2,Reprovado por Frequencia,25,42,1
196,2013,2,Reprovado,32,16,2
196,2014,1,Reprovado por Frequencia,0,46,2
196,2016,1,Reprovado por Frequencia,0,48,2
196,2013,2,Aprovado,73,10,3
196,2013,2,Reprovado por Frequencia,23,30,4
196,2016,1,Reprovado por Frequencia,0,38,4
196,2013,2,Reprovado,3,14,5
196,2014,1,Reprovado por Frequencia,0,52,5
196,2014,2,Reprovado,0,12,5
197,2013,2,Dispensado,-1,-1,1
197,2013,2,Dispensado,-1,-1,2
197,2013,2,Dispensado,-1,-1,3
197,2013,2,Dispensado,-1,-1,4
197,2013,2,Dispensado,-1,-1,5
198,2013,2,Aprovado,90,10,1
198,2013,2,Reprovado,25,4,2
198,2014,2,Dispensado,-1,-1,2
198,2013,2,Aprovado,70,8,3
198,2013,2,Reprovado por Frequencia,10,34,4
198,2013,2,Reprovado,0,18,5
198,2014,1,Reprovado por Frequencia,11,20,5
199,2013,2,Reprovado por Frequencia,0,72,1
199,2013,2,Reprovado por Frequencia,2,54,2
199,2013,2,Reprovado por Frequencia,0,60,3
199,2013,2,Reprovado por Frequencia,0,54,4
199,2013,2,Reprovado por Frequencia,0,34,5
200,2013,2,Aprovado,89,2,1
200,2013,2,Reprovado,25,4,2
200,2014,1,Aprovado,67,2,2
200,2013,2,Aprovado,66,0,3
200,2013,2,Reprovado,28,4,4
200,2014,1,Aprovado,72,2,4
200,2013,2,Reprovado,36,0,5
200,2014,1,Aprovado,89,10,5
201,2013,2,Dispensado,-1,-1,1
201,2013,2,Dispensado,-1,-1,2
201,2013,2,Dispensado,-1,-1,3
201,2013,2,Dispensado,-1,-1,4
201,2013,2,Dispensado,-1,-1,5
202,2013,2,Aprovado,89,8,1
202,2013,2,Reprovado,28,18,2
202,2014,1,Reprovado por Frequencia,3,22,2
202,2014,2,Reprovado por Frequencia,0,23,2
202,2013,2,Reprovado,44,12,3
202,2014,1,Aprovado,81,12,3
202,2013,2,Reprovado,0,16,4
202,2014,1,Reprovado por Frequencia,7,50,4
202,2013,2,Reprovado,6,10,5
202,2014,1,Reprovado por Frequencia,1,50,5
203,2013,2,Reprovado por Frequencia,15,46,1
203,2013,2,Reprovado por Frequencia,5,40,2
203,2013,2,Reprovado por Frequencia,0,68,3
203,2013,2,Reprovado por Frequencia,0,48,4
203,2013,2,Reprovado por Frequencia,0,30,5
204,2013,2,Dispensado,-1,-1,1
204,2013,2,Dispensado,-1,-1,2
204,2013,2,Dispensado,-1,-1,3
204,2013,2,Reprovado por Frequencia,11,46,4
204,2016,1,Aprovado,97,6,4
204,2013,2,Reprovado por Frequencia,5,36,5
204,2014,2,Aprovado,62,8,5
205,2013,2,Aprovado,88,6,1
205,2013,2,Aprovado,63,10,2
205,2013,2,Aprovado,84,4,3
205,2013,2,Reprovado,54,14,4
205,2013,2,Aprovado,60,4,5
206,2013,2,Aprovado,87,4,1
206,2013,2,Reprovado,36,0,2
206,2014,1,Equivalencia curricular,-1,-1,2
206,2013,2,Aprovado,64,2,3
206,2013,2,Reprovado,18,6,4
206,2015,1,Reprovado,43,10,4
206,2016,1,Aprovado,71,6,4
206,2013,2,Reprovado,15,0,5
206,2014,1,Aprovado,96,6,5
207,2013,2,Aprovado,85,6,1
207,2013,2,Reprovado,51,12,2
207,2014,1,Reprovado por Frequencia,0,34,2
207,2014,2,Reprovado por Frequencia,0,52,2
207,2015,1,Reprovado por Frequencia,0,72,2
207,2013,2,Aprovado,75,0,3
207,2013,2,Aprovado,68,10,4
207,2013,2,Reprovado,10,16,5
207,2014,1,Reprovado por Frequencia,11,48,5
207,2014,2,Aprovado,60,10,5
208,2013,2,Dispensado,-1,-1,1
208,2013,2,Dispensado,-1,-1,2
208,2013,2,Aprovado,81,18,3
208,2014,1,Dispensado,-1,-1,4
208,2014,1,Dispensado,-1,-1,5
209,2013,2,Dispensado,-1,-1,1
209,2013,2,Dispensado,-1,-1,2
209,2013,2,Dispensado,-1,-1,3
209,2013,2,Dispensado,-1,-1,4
209,2013,2,Dispensado,-1,-1,5
210,2013,2,Aprovado,76,4,1
210,2013,2,Aprovado,77,4,2
210,2013,2,Aprovado,71,8,3
210,2013,2,Aprovado,89,10,4
210,2013,2,Reprovado,28,7,5
211,2013,2,Aprovado,88,8,1
211,2013,2,Reprovado,10,10,2
211,2014,1,Aprovado,60,4,2
211,2013,2,Aprovado,94,8,3
211,2013,2,Reprovado,7,12,4
211,2016,1,Aprovado,86,8,4
211,2013,2,Reprovado,27,0,5
211,2014,1,Aprovado,100,12,5
212,2013,2,Aprovado,96,6,1
212,2013,2,Aprovado,79,6,2
212,2013,2,Aprovado,86,0,3
212,2013,2,Aprovado,85,12,4
212,2013,2,Aprovado,68,2,5
213,2013,2,Dispensado,-1,-1,1
213,2013,2,Dispensado,-1,-1,2
213,2013,2,Dispensado,-1,-1,3
213,2013,2,Dispensado,-1,-1,4
213,2013,2,Dispensado,-1,-1,5
214,2013,2,Aprovado,95,4,1
214,2013,2,Aprovado,88,4,2
214,2013,2,Aprovado,78,6,3
214,2013,2,Aprovado,93,4,4
214,2013,2,Aprovado,68,0,5
215,2013,2,Aprovado,95,2,1
215,2013,2,Reprovado por Frequencia,28,38,2
215,2013,2,Aprovado,69,0,3
215,2013,2,Reprovado,6,16,4
215,2013,2,Reprovado,1,12,5
216,2013,2,Dispensado,-1,-1,1
216,2013,2,Dispensado,-1,-1,2
216,2013,2,Dispensado,-1,-1,3
216,2013,2,Dispensado,-1,-1,4
216,2013,2,Dispensado,-1,-1,5
217,2013,2,Dispensado,-1,-1,1
217,2013,2,Dispensado,-1,-1,2
217,2013,2,Dispensado,-1,-1,3
217,2013,2,Dispensado,-1,-1,4
217,2013,2,Dispensado,-1,-1,5
218,2013,2,Dispensado,-1,-1,1
218,2013,2,Dispensado,-1,-1,2
218,2013,2,Dispensado,-1,-1,3
218,2013,2,Dispensado,-1,-1,4
218,2013,2,Dispensado,-1,-1,5
219,2013,2,Dispensado,-1,-1,1
219,2013,2,Reprovado por Frequencia,15,32,2
219,2016,1,Equivalencia curricular,-1,-1,2
219,2013,2,Aprovado,60,8,3
219,2013,2,Dispensado,-1,-1,4
219,2013,2,Reprovado,3,16,5
219,2014,1,Reprovado por Frequencia,4,52,5
219,2014,2,Aprovado,61,10,5
220,2013,2,Aprovado,78,8,3
220,2014,2,Reprovado,0,14,5
221,2013,2,Aprovado,75,18,1
221,2013,2,Reprovado por Frequencia,40,24,2
221,2014,1,Aprovado,85,4,2
221,2013,2,Reprovado,26,10,3
221,2013,2,Reprovado por Frequencia,24,20,4
221,2013,2,Reprovado,5,18,5
221,2014,1,Aprovado,77,12,5
222,2013,2,Aprovado,89,8,1
222,2013,2,Reprovado,25,12,2
222,2014,1,Reprovado,23,14,2
222,2014,2,Reprovado por Frequencia,0,38,2
222,2017,2,Reprovado por Frequencia,0,62,2
222,2013,2,Aprovado,78,4,3
222,2013,2,Aprovado,60,2,4
222,2013,2,Aprovado,60,8,5
223,2013,2,Aprovado,87,10,1
223,2013,2,Reprovado,29,6,2
223,2014,1,Reprovado por Frequencia,11,44,2
223,2013,2,Aprovado,81,6,3
223,2013,2,Reprovado,20,6,4
223,2013,2,Reprovado por Frequencia,1,20,5
223,2014,1,Reprovado por Frequencia,7,52,5
224,2013,2,Aprovado,90,6,1
224,2013,2,Reprovado,34,8,2
224,2014,2,Reprovado por Frequencia,0,46,2
224,2015,2,Aprovado,60,2,2
224,2013,2,Aprovado,63,2,3
224,2013,2,Reprovado,5,16,4
224,2014,1,Reprovado,48,10,4
224,2014,2,Aprovado,65,6,4
224,2013,2,Reprovado,2,4,5
224,2014,2,Aprovado,76,4,5
225,2013,2,Reprovado por Frequencia,49,32,1
225,2014,2,Reprovado por Frequencia,25,40,1
225,2015,2,Aprovado,68,14,1
225,2013,2,Reprovado por Frequencia,21,36,2
225,2014,1,Reprovado por Frequencia,11,46,2
225,2016,1,Reprovado por Frequencia,8,30,2
225,2017,1,Aprovado,66,16,2
225,2013,2,Reprovado,30,16,3
225,2014,2,Reprovado por Frequencia,29,40,3
225,2015,1,Reprovado por Frequencia,0,38,3
225,2015,2,Aprovado,67,0,3
225,2013,2,Reprovado por Frequencia,25,28,4
225,2014,2,Reprovado por Frequencia,26,51,4
225,2016,1,Reprovado por Frequencia,29,30,4
225,2017,1,Reprovado,24,2,4
225,2013,2,Reprovado por Frequencia,2,30,5
225,2014,1,Reprovado por Frequencia,7,58,5
225,2014,2,Reprovado,0,14,5
226,2013,2,Aprovado,85,16,1
226,2013,2,Reprovado,30,8,2
226,2014,1,Reprovado,26,17,2
226,2016,1,Aprovado,70,7,2
226,2013,2,Aprovado,76,4,3
226,2013,2,Reprovado,41,6,4
226,2014,1,Reprovado por Frequencia,15,22,4
226,2014,2,Reprovado,34,10,4
226,2016,1,Aprovado,61,4,4
226,2013,2,Reprovado por Frequencia,0,22,5
226,2014,1,Reprovado,13,12,5
226,2016,2,Reprovado,21,8,5
226,2017,2,Reprovado,19,2,5
227,2013,2,Aprovado,84,14,1
227,2013,2,Reprovado,40,6,2
227,2014,1,Aprovado,62,4,2
227,2013,2,Aprovado,68,6,3
227,2013,2,Reprovado,40,4,4
227,2016,1,Reprovado,55,8,4
227,2017,1,Reprovado,0,2,4
227,2013,2,Reprovado,0,8,5
227,2014,1,Aprovado,74,12,5
228,2013,2,Reprovado por Frequencia,0,72,1
228,2013,2,Reprovado por Frequencia,0,62,2
228,2013,2,Reprovado por Frequencia,0,62,3
228,2013,2,Reprovado por Frequencia,0,66,4
228,2013,2,Reprovado por Frequencia,0,56,5
229,2013,2,Aprovado,85,4,1
229,2013,2,Reprovado,31,0,2
229,2014,1,Reprovado,32,6,2
229,2014,2,Reprovado,55,12,2
229,2015,2,Aprovado,81,4,2
229,2013,2,Aprovado,69,4,3
229,2013,2,Aprovado,60,16,4
229,2013,2,Reprovado,11,0,5
229,2014,1,Reprovado,53,14,5
229,2014,2,Aprovado,95,2,5
230,2013,2,Aprovado,92,6,1
230,2013,2,Aprovado,60,0,2
230,2013,2,Aprovado,66,2,3
230,2013,2,Aprovado,74,8,4
230,2013,2,Reprovado,46,4,5
230,2014,2,Aprovado,69,8,5
231,2013,2,Aprovado,87,6,1
231,2013,2,Reprovado por Frequencia,24,22,2
231,2014,1,Reprovado por Frequencia,0,44,2
231,2014,2,Reprovado por Frequencia,0,38,2
231,2016,1,Reprovado por Frequencia,0,46,2
231,2013,2,Aprovado,79,0,3
231,2013,2,Aprovado,60,10,4
231,2013,2,Reprovado,14,4,5
231,2014,1,Reprovado por Frequencia,0,54,5
231,2014,2,Reprovado,0,14,5
232,2013,2,Reprovado por Frequencia,0,72,1
232,2013,2,Reprovado por Frequencia,0,54,2
232,2013,2,Reprovado por Frequencia,0,62,3
232,2013,2,Reprovado por Frequencia,0,60,4
232,2013,2,Reprovado por Frequencia,0,50,5
233,2013,2,Aprovado,96,0,1
233,2013,2,Aprovado,66,0,2
233,2013,2,Aprovado,90,0,3
233,2013,2,Aprovado,73,2,4
233,2013,2,Aprovado,60,0,5
234,2013,2,Aprovado,93,6,1
234,2013,2,Aprovado,88,4,2
234,2013,2,Aprovado,84,2,3
234,2013,2,Aprovado,93,4,4
234,2013,2,Reprovado,42,2,5
234,2014,1,Aprovado,86,18,5
235,2013,2,Dispensado,-1,-1,1
235,2013,2,Dispensado,-1,-1,2
235,2013,2,Aprovado,85,8,3
235,2013,2,Dispensado,-1,-1,4
235,2013,2,Dispensado,-1,-1,5
236,2013,2,Aprovado,93,6,1
236,2013,2,Aprovado,60,6,2
236,2013,2,Aprovado,86,0,3
236,2013,2,Reprovado,48,8,4
236,2015,1,Aprovado,70,18,4
236,2013,2,Reprovado,26,0,5
237,2013,2,Aprovado,91,12,1
237,2013,2,Reprovado por Frequencia,6,22,2
237,2014,1,Aprovado,60,2,2
237,2013,2,Aprovado,92,4,3
237,2013,2,Reprovado,30,14,4
237,2013,2,Aprovado,60,0,5
238,2013,2,Aprovado,89,18,1
238,2013,2,Reprovado,26,6,2
238,2014,1,Reprovado por Frequencia,0,40,2
238,2014,2,Reprovado por Frequencia,0,50,2
238,2015,1,Reprovado por Frequencia,0,66,2
238,2013,2,Aprovado,66,16,3
238,2013,2,Reprovado por Frequencia,16,26,4
238,2013,2,Reprovado por Frequencia,1,20,5
238,2014,1,Reprovado por Frequencia,2,54,5
238,2014,2,Reprovado,0,14,5
239,2013,2,Reprovado por Frequencia,0,72,1
239,2013,2,Reprovado por Frequencia,0,54,2
239,2013,2,Reprovado por Frequencia,0,58,3
239,2013,2,Reprovado por Frequencia,0,56,4
239,2013,2,Reprovado por Frequencia,0,43,5
240,2013,2,Aprovado,70,16,1
240,2013,2,Reprovado por Frequencia,3,38,2
240,2014,1,Reprovado por Frequencia,0,46,2
240,2013,2,Reprovado,0,14,3
240,2014,2,Reprovado por Frequencia,0,34,3
240,2015,1,Reprovado por Frequencia,25,22,3
240,2015,2,Reprovado,0,2,3
240,2013,2,Reprovado por Frequencia,0,28,4
240,2014,2,Reprovado por Frequencia,0,50,4
240,2013,2,Reprovado,0,8,5
240,2014,1,Reprovado por Frequencia,6,46,5
240,2014,2,Reprovado,18,8,5
241,2013,2,Aprovado,87,8,1
241,2013,2,Reprovado,29,12,2
241,2014,1,Reprovado,29,10,2
241,2014,2,Reprovado,30,8,2
241,2013,2,Aprovado,60,4,3
241,2013,2,Reprovado,29,2,4
241,2014,2,Aprovado,79,8,4
241,2013,2,Reprovado,1,6,5
241,2014,1,Aprovado,80,10,5
242,2013,2,Aprovado,77,14,1
242,2013,2,Reprovado por Frequencia,1,34,2
242,2013,2,Reprovado,34,18,3
242,2013,2,Reprovado por Frequencia,0,34,4
242,2013,2,Reprovado por Frequencia,0,30,5
243,2013,2,Reprovado por Frequencia,40,30,1
243,2014,2,Reprovado por Frequencia,92,20,1
243,2016,1,Reprovado,37,12,1
243,2013,2,Reprovado,24,16,2
243,2014,1,Reprovado por Frequencia,9,24,2
243,2014,2,Reprovado,6,16,2
243,2016,1,Reprovado por Frequencia,21,27,2
243,2017,2,Reprovado por Frequencia,0,60,2
243,2013,2,Reprovado,56,10,3
243,2015,2,Aprovado,69,0,3
243,2013,2,Reprovado,9,18,4
243,2016,1,Reprovado,30,18,4
243,2013,2,Reprovado,6,4,5
243,2014,1,Reprovado por Frequencia,7,42,5
243,2014,2,Reprovado,0,10,5
243,2016,2,Reprovado por Frequencia,0,42,5
243,2017,2,Reprovado por Frequencia,7,20,5
244,2013,2,Aprovado,93,0,1
244,2013,2,Reprovado,37,0,2
244,2014,1,Aprovado,72,6,2
244,2013,2,Aprovado,88,0,3
244,2013,2,Aprovado,60,16,4
244,2013,2,Reprovado,41,2,5
244,2014,1,Aprovado,100,6,5
245,2013,2,Aprovado,91,14,1
245,2013,2,Reprovado,11,4,2
245,2014,1,Aprovado,61,10,2
245,2013,2,Aprovado,81,6,3
245,2013,2,Reprovado,12,12,4
245,2014,2,Aprovado,67,16,4
245,2013,2,Aprovado,60,2,5
246,2014,1,Reprovado por Frequencia,0,46,2
247,2013,2,Reprovado por Frequencia,0,72,1
247,2014,1,Reprovado por Frequencia,0,30,1
247,2013,2,Reprovado por Frequencia,0,40,2
247,2013,2,Reprovado por Frequencia,0,68,3
247,2014,1,Reprovado por Frequencia,0,68,3
247,2013,2,Reprovado,0,10,4
247,2013,2,Reprovado por Frequencia,0,40,5
247,2014,1,Reprovado por Frequencia,0,46,5
247,2014,2,Reprovado,10,8,5
248,2013,2,Trancamento parcial,-1,-1,1
248,2013,2,Reprovado por Frequencia,8,26,2
248,2014,2,Reprovado por Frequencia,0,34,2
248,2013,2,Trancamento parcial,-1,-1,3
248,2013,2,Trancamento parcial,-1,-1,4
248,2013,2,Reprovado,1,10,5
248,2014,2,Reprovado,14,8,5
249,2013,2,Reprovado por Frequencia,0,72,1
249,2014,2,Reprovado por Frequencia,25,34,1
249,2015,1,Reprovado por Frequencia,0,46,1
249,2013,2,Reprovado por Frequencia,0,44,2
249,2015,1,Reprovado por Frequencia,0,72,2
249,2013,2,Reprovado por Frequencia,0,68,3
249,2015,1,Reprovado por Frequencia,0,38,3
249,2013,2,Reprovado por Frequencia,0,22,4
249,2014,2,Reprovado por Frequencia,0,72,4
249,2013,2,Reprovado por Frequencia,0,44,5
249,2014,2,Reprovado,0,14,5
250,2013,2,Aprovado,84,2,1
250,2013,2,Reprovado,36,4,2
250,2014,1,Aprovado,60,0,2
250,2013,2,Aprovado,60,2,3
250,2013,2,Reprovado,23,4,4
250,2013,2,Reprovado,24,2,5
250,2014,1,Aprovado,89,10,5
251,2014,1,Reprovado por Frequencia,69,24,1
251,2015,2,Reprovado por Frequencia,34,56,1
251,2017,1,Reprovado por Frequencia,0,22,1
251,2013,2,Reprovado,0,12,2
251,2014,1,Reprovado,44,12,3
251,2015,2,Reprovado,23,2,3
251,2016,1,Reprovado por Frequencia,0,20,3
251,2013,2,Reprovado,8,10,5
251,2014,1,Reprovado por Frequencia,2,36,5
252,2013,2,Dispensado,-1,-1,2
252,2013,2,Reprovado por Frequencia,0,28,5
252,2014,1,Reprovado,25,18,5
252,2014,2,Reprovado,16,6,5
253,2014,1,Reprovado por Frequencia,8,34,2
253,2013,2,Reprovado por Frequencia,0,20,5
253,2014,2,Reprovado,39,10,5
254,2013,2,Dispensado,-1,-1,1
254,2013,2,Dispensado,-1,-1,2
254,2013,2,Dispensado,-1,-1,3
254,2013,2,Dispensado,-1,-1,4
254,2013,2,Dispensado,-1,-1,5
255,2016,2,Aprovado,62,12,2
256,2014,1,Aprovado,76,4,1
256,2014,1,Aprovado,87,2,2
256,2014,1,Aprovado,82,4,3
256,2014,1,Aprovado,91,0,4
256,2014,1,Aprovado,88,4,5
257,2014,1,Aprovado,97,6,1
257,2014,1,Aprovado,79,2,2
257,2014,1,Aprovado,77,0,3
257,2014,1,Aprovado,74,6,4
257,2014,1,Aprovado,60,0,5
258,2014,1,Aprovado,85,0,1
258,2014,1,Aprovado,100,0,2
258,2014,1,Aprovado,91,4,3
258,2014,1,Aprovado,100,2,4
258,2014,1,Aprovado,80,2,5
259,2014,1,Aprovado,77,0,1
259,2014,1,Aprovado,97,0,2
259,2014,1,Aprovado,80,0,3
259,2014,1,Aprovado,100,0,4
259,2014,1,Aprovado,66,0,5
260,2014,1,Aprovado,84,6,1
260,2014,1,Aprovado,78,12,2
260,2014,1,Aprovado,62,0,3
